Rock_Type,Formation_Type,Mineral_Content,Hardness_Scale,Area_Sq_km,Density,Porosity_Percentage,Sample_Location,Depth_m,Erosion_Rate_mm_per_yr
Sedimentary,Plutonic,5.290970609,13.22686424,30.50372014,37.39753101,196.6542638,Basalt,178.6209849,0.934646082
Igneous,Sediment,0.72432645,6.172797891,314.5473637,19.04420302,0.773296848,Limestone,252.8048709,4.922806084
Metamorphic,Sediment,4.685797664,99.57076821,884.1469351,25.03881539,125.4116255,Limestone,94.36559978,1.496059807
Metamorphic,Sediment,3.033561044,13.02049622,545.4002164,4.083563254,89.37193185,Limestone,96.51732598,3.082356401
Igneous,Volcanic,7.905333354,38.14456138,901.4953018,9.476521505,186.1093148,Granite,177.9859934,0.89636809
Sedimentary,Plutonic,1.202416022,50.21501705,267.9181874,37.45182485,130.2618878,Limestone,18.8209534,1.892612074
Sedimentary,Sediment,4.175462199,88.71362031,407.8269926,37.18152808,22.67651425,Granite,260.0749881,3.659333512
Igneous,Sediment,5.024317634,94.75721682,537.3211719,38.46128419,194.4227792,Granite,218.804103,0.163972248
Igneous,Sediment,5.772733364,36.67081396,42.52508753,21.62728546,82.49609159,Limestone,246.9186773,2.983370029
Igneous,Volcanic,1.892527062,74.2644852,37.56361289,44.3182664,133.5885192,Limestone,126.7331362,1.585584764
Metamorphic,Sediment,2.655077221,18.44010401,585.6451357,20.51193375,148.6045785,Granite,272.0323654,1.84350739
Sedimentary,Volcanic,2.956515461,64.99003572,422.7221925,2.136949651,123.0865346,Limestone,109.1107697,1.888368951
Metamorphic,Volcanic,0.137260453,47.22799811,91.66890087,31.40848289,105.2992731,Limestone,150.1046229,2.421734557
Sedimentary,Volcanic,9.368792085,88.04273787,713.9339666,28.87703554,50.47386274,Granite,2.448830234,3.110095366
Metamorphic,Volcanic,1.196347402,32.029423,196.7278459,28.50019112,106.9899635,Granite,116.9374335,2.5399065
Igneous,Volcanic,8.005445255,73.11571459,687.8828659,25.13376237,8.689045885,Limestone,128.4083187,4.095061936
Metamorphic,Plutonic,4.991818346,44.78475963,4.474626712,32.62144294,51.47855507,Granite,13.39764731,3.522581302
Igneous,Volcanic,5.034686094,92.05473827,29.44028337,0.687079654,117.5496174,Granite,162.8958712,1.72846027
Sedimentary,Volcanic,0.157063485,10.30687507,836.3946423,22.63192232,24.87745333,Basalt,46.77614525,4.399382183
Sedimentary,Sediment,6.11422736,32.86659948,25.70523205,31.80092481,6.470585211,Limestone,33.08398455,4.541922301
Sedimentary,Plutonic,1.587682485,14.32779115,761.5629463,4.672272794,29.72831827,Limestone,134.1046707,4.262155723
Igneous,Plutonic,1.400836909,74.69360275,487.7458507,43.98216981,7.623175048,Limestone,256.5595165,4.100600472
Igneous,Sediment,1.538109545,92.56347359,326.0411095,25.53915191,4.738815276,Limestone,218.7416731,3.979588959
Igneous,Volcanic,2.137712854,91.66167425,661.7870457,14.18095728,52.18171785,Limestone,51.14376398,3.039748901
Igneous,Plutonic,8.018705034,43.8476749,276.9456114,47.64097561,160.4481664,Granite,175.8909032,1.352559922
Igneous,Volcanic,8.024486557,12.0126744,672.1637765,16.20757875,137.5017946,Limestone,288.4971388,2.129837365
Igneous,Sediment,7.803595907,56.55588372,745.5332082,23.41658335,55.98903573,Limestone,12.19021199,3.314660448
Sedimentary,Plutonic,6.772030453,14.25914346,459.3479608,33.33772715,178.2588012,Basalt,182.8090912,1.292232542
Igneous,Volcanic,2.177246794,47.40556559,667.6200689,9.765876119,146.4343591,Granite,229.1472712,1.597257162
Metamorphic,Plutonic,5.225293579,85.88012395,224.7398381,26.88687468,178.8328368,Limestone,211.2454533,0.564542025
Metamorphic,Plutonic,8.068743136,22.20930223,572.7805813,16.20213577,131.7832866,Limestone,156.7828941,2.142241245
Sedimentary,Volcanic,6.254888051,61.76700243,736.4358207,39.94411434,12.37555369,Limestone,284.5130549,4.134818902
Sedimentary,Volcanic,4.064449124,17.00970122,921.9801187,39.19957077,84.07076189,Limestone,179.9743543,3.14848775
Sedimentary,Plutonic,2.261972615,41.31303277,400.9399651,37.70202197,86.34459909,Granite,226.4613866,2.85997769
Metamorphic,Sediment,7.900794282,38.56198616,440.0633314,26.03579969,0.702139209,Basalt,58.51650006,4.600337354
Sedimentary,Plutonic,8.471371472,76.09403025,77.15158048,31.74488325,4.147070632,Basalt,160.2611007,4.156118285
Sedimentary,Sediment,1.614816282,85.3452347,614.8152219,3.199113109,128.2507721,Limestone,267.6594633,1.58153221
Igneous,Plutonic,7.337064022,11.52023077,665.0932641,30.53513402,126.2703728,Basalt,238.5486392,2.359390236
Sedimentary,Volcanic,3.044191393,35.54685273,201.8161375,22.85880415,81.96867234,Basalt,25.23055298,3.005158026
Metamorphic,Sediment,2.426065144,11.9927583,554.5083973,9.363326313,65.12043983,Basalt,245.1160007,3.57766362
Sedimentary,Sediment,5.718492203,51.95832923,944.3627443,21.86756954,176.7282169,Basalt,173.3562015,0.945852369
Sedimentary,Plutonic,4.053354816,34.60720743,903.3779832,28.26226789,50.34271288,Basalt,155.8406583,3.647073668
Igneous,Plutonic,2.497708935,24.06688967,129.1413519,34.46546269,156.2087215,Granite,97.08359188,1.635156672
Igneous,Sediment,4.092966508,79.30680917,16.30319947,16.64154775,61.51887682,Granite,163.0355085,2.976554372
Sedimentary,Volcanic,8.948692397,4.051673614,842.7713553,27.85639029,117.5333853,Granite,287.089691,2.608815557
Sedimentary,Sediment,1.282831064,27.6643565,230.0518097,23.44199789,115.965972,Basalt,218.3588924,2.404036995
Metamorphic,Sediment,0.530392065,42.61294202,924.2743346,23.12963871,163.5245438,Granite,33.59394204,1.303379703
Sedimentary,Volcanic,2.896816677,73.53968892,621.3542371,22.15763313,133.7828,Basalt,231.290491,1.58894711
Metamorphic,Volcanic,8.975087093,44.03551122,642.6096986,19.07301401,185.409973,Basalt,144.2051078,0.851445428
Metamorphic,Plutonic,4.105229907,93.94712578,1.961281908,16.59855453,167.6411139,Granite,135.4345048,0.707706464
Sedimentary,Plutonic,3.483863853,58.78164141,404.675817,16.4751808,53.19466101,Limestone,93.91364166,3.348290366
Metamorphic,Plutonic,9.241620295,95.96729314,98.83059665,36.77069414,131.5525375,Basalt,189.2905996,1.409276318
Metamorphic,Volcanic,0.328433457,27.34539156,746.1028701,24.79034145,4.77766904,Basalt,157.9546665,4.630992704
Igneous,Sediment,8.478048809,87.84202539,898.6259549,26.36661924,93.39351794,Granite,73.30338848,2.253709387
Sedimentary,Volcanic,8.660775723,79.98571753,863.5748641,11.29724828,19.58058643,Basalt,209.5335205,3.808531096
Sedimentary,Plutonic,9.13151177,91.65767655,528.6314712,32.10526095,22.41623857,Basalt,82.58633562,3.635098463
Sedimentary,Sediment,5.377509775,88.07688859,484.1397282,29.6354122,11.10728708,Basalt,289.3961979,3.897085373
Metamorphic,Plutonic,4.924272228,16.02704287,338.9709724,25.665367,27.70286181,Granite,58.99404736,4.285672335
Sedimentary,Sediment,9.158969047,87.25525902,122.3021079,13.94989527,127.1168683,Limestone,77.92609432,1.585110043
Sedimentary,Volcanic,0.020838788,70.12145666,193.0785738,16.24777717,56.7872871,Limestone,45.71075937,3.163039691
Sedimentary,Plutonic,1.35685105,14.49134953,967.4916853,36.34254417,188.0150757,Granite,171.4619791,1.094784991
Metamorphic,Volcanic,3.310087592,16.39268501,483.3562955,24.66992552,155.4939654,Basalt,158.5318451,1.726193842
Igneous,Volcanic,1.948503463,81.41907028,147.916014,26.44570054,8.493839541,Limestone,110.7542832,4.015932506
Sedimentary,Volcanic,6.718731713,13.87085081,524.8799921,26.94195844,181.8710225,Granite,139.9888121,1.223871042
Igneous,Sediment,0.783508842,14.59372939,275.6086401,39.94770088,51.02166571,Granite,182.8287875,3.833629392
Sedimentary,Volcanic,0.783816897,20.21454196,619.1428258,4.906937691,143.108518,Basalt,134.7300608,1.93568422
Sedimentary,Volcanic,2.795752514,87.39002523,673.1581469,3.209219118,134.0395276,Basalt,59.51377098,1.445309196
Metamorphic,Sediment,9.202589126,15.37319895,616.6895563,12.12032521,188.4332964,Granite,97.34015866,1.077602082
Igneous,Volcanic,5.896365631,12.95093763,479.3720558,30.44181446,154.1392378,Granite,167.1202481,1.787705867
Metamorphic,Volcanic,7.035988521,85.90815047,298.5567449,17.0083467,5.914770231,Granite,166.2785439,4.022623091
Igneous,Volcanic,9.715309283,73.61026993,992.5855205,22.71760382,149.4947157,Limestone,48.36248168,1.274002987
Metamorphic,Sediment,4.220064645,64.36138727,450.312058,1.486109206,63.3685219,Basalt,202.8203271,3.089015689
Igneous,Sediment,3.951937206,44.84049446,856.1791762,13.46954152,123.1863229,Granite,253.7311671,2.087868597
Metamorphic,Plutonic,8.07150627,23.87236664,51.08977066,13.84138952,35.28068105,Basalt,8.313224849,4.055662713
Igneous,Volcanic,3.043616435,52.081139,650.3189786,18.89476165,40.85658448,Limestone,170.79181,3.66205692
Igneous,Sediment,7.523663059,69.49516878,856.984557,13.19335123,100.6019664,Granite,146.5312211,2.293008983
Igneous,Volcanic,3.215825829,68.64209866,134.2342048,40.25745664,7.323834833,Basalt,116.4539547,4.167102317
Igneous,Sediment,6.073203456,42.43640871,655.6921457,1.940030746,173.4321015,Limestone,23.29713808,1.106993882
Sedimentary,Sediment,2.877463221,29.33689159,11.81363717,4.701194026,170.3767858,Granite,232.7444543,1.299095368
Metamorphic,Sediment,7.379934795,68.92962031,74.53008397,14.93287171,1.31465553,Basalt,18.15630623,4.284410686
Igneous,Plutonic,0.378875958,19.89340043,56.28354713,0.844189221,48.98294632,Granite,239.6561771,3.821407069
Igneous,Volcanic,0.563110047,98.45492343,657.5832364,43.34104403,132.1401915,Basalt,233.062122,1.372646935
Sedimentary,Sediment,3.007788547,25.73246988,664.4249777,28.15771767,101.1326515,Basalt,53.17657367,2.72002227
Metamorphic,Volcanic,2.306485232,54.97251122,409.9180412,48.12561471,110.5644711,Limestone,129.5134992,2.238985465
Sedimentary,Sediment,9.505988532,9.161385082,271.7819915,17.31972178,170.7005236,Limestone,229.9235952,1.494375678
Igneous,Volcanic,3.047141748,87.25633575,62.55666513,24.673347,130.9368475,Limestone,93.65829431,1.508699692
Igneous,Volcanic,0.691710724,25.71603094,483.7717725,15.905318,83.13437129,Limestone,27.93738531,3.080152265
Igneous,Sediment,0.142735435,87.76126476,78.11174585,14.6412288,132.8090748,Limestone,253.3513291,1.466205857
Igneous,Volcanic,3.212627367,65.20685018,472.1312932,2.550651654,81.67260063,Basalt,8.95441574,2.714479486
Igneous,Plutonic,9.641902975,76.21838,339.2923296,11.7370215,80.06543375,Limestone,94.84933718,2.636507525
Sedimentary,Plutonic,3.707944088,91.87144295,404.5251436,37.06997456,31.36260418,Basalt,160.1043229,3.454033487
Igneous,Volcanic,4.937339635,59.12319467,679.8874899,43.05097209,45.99344935,Basalt,114.4602332,3.488899066
Metamorphic,Volcanic,0.57182788,62.41812799,934.7599143,19.80985544,194.3502163,Granite,179.3625734,0.488814395
Metamorphic,Sediment,2.112467093,52.95290253,640.0455455,33.31364162,127.6083617,Basalt,56.8841908,1.918303741
Metamorphic,Sediment,2.083105865,24.14630508,732.9939155,24.96772621,134.2511149,Basalt,239.8090231,2.073514652
Igneous,Volcanic,5.640695204,47.11410409,402.515097,26.8131435,29.91569608,Limestone,235.9336508,3.930545038
Igneous,Volcanic,9.12759237,81.23650361,821.8955667,41.47007063,35.12982314,Basalt,298.7438188,3.485038501
Metamorphic,Volcanic,6.571857905,42.09270641,888.0238523,29.11756365,198.7249018,Limestone,225.6221083,0.6045749
Igneous,Volcanic,3.675107093,74.25622253,730.1099722,15.64953889,176.8350482,Basalt,42.22947491,0.720736811
Metamorphic,Plutonic,3.652735148,63.6274191,479.1391192,33.90779488,199.4707362,Basalt,23.39899112,0.374311085
Metamorphic,Volcanic,7.589688588,81.74245086,282.2014413,12.75780262,88.27152456,Limestone,118.1570273,2.417145
Igneous,Sediment,5.078190676,21.15842015,493.800475,40.63762114,176.5766785,Granite,200.0286787,1.256882229
Sedimentary,Plutonic,2.881304639,87.32451183,421.227911,11.59035951,26.9194618,Basalt,288.5006574,3.588365646
Sedimentary,Volcanic,0.879791545,52.97604649,202.1772716,43.41401977,38.9053387,Basalt,220.9439278,3.692132761
Sedimentary,Sediment,1.651159684,93.81122487,663.3249994,20.75604325,192.4965019,Limestone,157.2152585,0.211957712
Igneous,Plutonic,3.840737293,16.24755034,721.0893164,29.81664719,44.5785694,Limestone,74.98855039,3.945953109
Igneous,Volcanic,2.203821283,49.5841865,47.28931296,14.46237423,147.3247888,Granite,186.368971,1.557662359
Sedimentary,Volcanic,8.185961445,74.48249549,21.27733736,28.47845671,87.68334536,Granite,108.3900131,2.501508138
Igneous,Volcanic,9.923815865,65.69633708,251.0700731,26.64330294,19.04638662,Granite,223.5819839,3.962108897
Igneous,Volcanic,3.476517396,16.88833728,162.421463,0.761443269,155.5760507,Basalt,218.6099627,1.719595614
Sedimentary,Plutonic,4.850258925,30.59647559,391.6116527,44.2044246,24.25995444,Basalt,8.869422038,4.208836155
Metamorphic,Sediment,2.157244497,52.06856333,7.682918195,5.213236707,139.5727964,Limestone,134.4188571,1.687858439
Metamorphic,Volcanic,9.4863896,91.07665676,276.4578964,18.8857965,183.6343463,Limestone,173.7772784,0.416546507
Igneous,Plutonic,3.697219078,80.04067054,924.5041076,33.67465324,46.18071555,Limestone,245.7781548,3.275978984
Metamorphic,Plutonic,4.205261614,69.80465799,486.3536164,47.04324522,13.6750481,Granite,46.73901132,4.028452458
Sedimentary,Sediment,1.945682618,22.10005067,235.4276184,7.642510243,138.5835105,Granite,65.44672448,2.007329284
Sedimentary,Plutonic,2.35453481,19.73882622,398.6872197,47.92965515,73.35604391,Granite,89.2872539,3.33549086
Metamorphic,Plutonic,0.685995909,35.25275316,232.1960463,38.1463669,22.32565997,Basalt,43.10431259,4.200959269
Sedimentary,Sediment,2.785103009,28.80268293,846.3049367,39.56418282,115.7271266,Basalt,86.57660366,2.397430638
Metamorphic,Plutonic,3.188783532,59.2218275,739.8665588,19.20490276,101.9124057,Limestone,266.409941,2.36953361
Metamorphic,Plutonic,6.497908567,53.5550132,71.22246114,8.800760589,40.19831676,Granite,186.9444877,3.660483533
Sedimentary,Sediment,1.081127517,2.899486998,360.3505577,35.94295893,138.6498709,Basalt,237.8011056,2.198007713
Metamorphic,Plutonic,6.962482563,61.32855786,486.1620968,10.42491602,113.7096112,Granite,190.9874245,2.112522198
Igneous,Sediment,1.237433284,56.51473386,97.74871319,27.35384012,31.7837782,Basalt,35.70406416,3.799177097
Igneous,Volcanic,1.13100056,91.10253128,598.0873175,12.50793611,14.2897756,Granite,160.8544256,3.803179175
Metamorphic,Volcanic,1.448029709,77.84029344,496.1096566,36.32244424,79.14531976,Basalt,210.6968234,2.63869067
Sedimentary,Volcanic,6.846143563,56.14162081,845.7396342,29.12367868,115.6220822,Basalt,92.3949322,2.126142149
Sedimentary,Volcanic,9.315062661,51.71395716,391.7146576,27.08211458,29.04842775,Basalt,79.53757114,3.901891874
Metamorphic,Plutonic,3.066818622,51.51587692,695.5108338,14.36012311,27.15319912,Basalt,167.7654548,3.941777248
Metamorphic,Volcanic,8.546498314,41.82320864,475.7729089,14.46042561,161.7668247,Limestone,36.19948362,1.34643142
Sedimentary,Sediment,1.710887177,99.99566128,682.2157526,27.40262033,159.021589,Granite,299.0647364,0.819611607
Igneous,Sediment,1.908742809,79.13930388,342.1620826,36.56163425,141.5319455,Basalt,299.4990128,1.377968051
Metamorphic,Sediment,1.118720518,0.212539482,747.7844646,28.43884591,138.1748256,Basalt,226.0575104,2.234378093
Igneous,Sediment,4.935065518,35.6534525,770.3758863,19.00649643,124.4384539,Granite,268.021808,2.154696397
Metamorphic,Volcanic,1.583914721,0.890615989,256.7566112,39.87359717,113.3651285,Basalt,283.8482591,2.72379127
Igneous,Sediment,5.478740999,26.57813826,765.8853047,32.8775193,164.136672,Basalt,200.3995428,1.451485178
Metamorphic,Volcanic,4.519490104,27.70826691,55.60046477,15.39681263,9.251695513,Granite,129.0081212,4.537883421
Sedimentary,Sediment,2.257999119,70.36476083,220.1785266,4.071591778,167.7594557,Limestone,18.00985809,0.941163278
Metamorphic,Sediment,7.509584593,92.9425326,107.1291187,27.98339649,90.34534205,Limestone,239.6130176,2.263667833
Sedimentary,Volcanic,6.234800061,27.82734366,1.469006142,24.14338644,178.8217765,Basalt,271.6089511,1.145291034
Igneous,Volcanic,1.252969831,86.06769674,34.4312858,4.617463767,193.2441625,Limestone,116.0902222,0.274439783
Sedimentary,Plutonic,0.707838967,47.04553544,46.13701973,0.818507745,112.3500459,Limestone,63.36186594,2.282543728
Sedimentary,Plutonic,6.219125898,33.46992638,132.4770329,49.22009291,49.9882831,Basalt,18.59314382,3.665535074
Metamorphic,Plutonic,2.788366202,25.17000559,299.6463042,17.78371156,161.0330362,Basalt,17.93533078,1.527639221
Metamorphic,Sediment,3.545326701,10.3745543,982.1966461,7.198586616,95.80698896,Limestone,144.0130298,2.980114678
Igneous,Sediment,7.811782086,27.21458713,737.7738575,1.316927957,185.4300875,Basalt,29.68669538,1.019252378
Sedimentary,Sediment,4.808295044,17.34297133,368.616773,32.10102584,28.494435,Basalt,86.73255598,4.256681587
Igneous,Plutonic,6.791823327,84.45445476,592.8977624,26.14923326,21.92180245,Limestone,43.96213847,3.717019403
Igneous,Plutonic,9.581913712,0.262486008,484.4186863,37.81712404,41.99260604,Granite,137.8691149,4.157523019
Igneous,Plutonic,4.930611909,26.03971577,878.7512511,46.257809,149.8673701,Limestone,2.590977515,1.742255441
Metamorphic,Sediment,6.289255677,23.2111868,267.1846591,9.190197745,114.4822857,Limestone,134.0155968,2.478242418
Igneous,Volcanic,1.935641094,93.2640931,239.2231533,38.93694518,4.938180051,Limestone,55.04403255,3.968595468
Sedimentary,Plutonic,8.188660675,53.64265561,646.1075338,21.44491957,87.12642594,Basalt,37.62120414,2.721044925
Igneous,Volcanic,1.70992646,91.89970769,457.6321023,23.62275445,133.2661546,Limestone,4.238086512,1.415679832
Metamorphic,Sediment,5.326941534,88.53355519,417.3045002,20.63018423,90.66205092,Basalt,256.5306158,2.30142343
Sedimentary,Plutonic,6.100010862,74.7350903,718.1501574,2.542987457,195.3399252,Granite,211.8624517,0.345850593
Igneous,Sediment,5.801252462,4.517657995,918.0811903,23.47784082,182.2384763,Limestone,125.5220801,1.310053894
Sedimentary,Volcanic,5.773050001,89.37179295,460.8309329,8.97657016,85.01298268,Granite,114.4879888,2.406022417
Metamorphic,Sediment,7.308630647,84.07336266,11.33226231,24.7407567,53.45340786,Limestone,49.3298069,3.090198216
Igneous,Sediment,6.657056676,83.55456412,544.405754,9.689707853,150.2570654,Basalt,156.3998007,1.159313051
Igneous,Plutonic,8.046381268,96.47228265,419.3509917,15.95010477,56.41590181,Granite,207.29594,2.906959137
Igneous,Volcanic,9.718774082,28.58189541,462.2782157,28.81654632,190.7847182,Limestone,74.1435498,0.898486682
Metamorphic,Plutonic,9.616329757,52.40260946,728.3869621,39.06704484,32.92184578,Granite,292.4233815,3.81753699
Sedimentary,Sediment,9.761205778,86.61700553,843.3548155,16.31322109,170.4132921,Basalt,266.4983871,0.725564102
Igneous,Sediment,2.665264512,17.06562199,756.9787491,28.88676469,21.57263997,Basalt,119.8516797,4.397890981
Igneous,Volcanic,3.319999452,66.0690814,420.405154,32.43381497,159.8776136,Limestone,212.1217657,1.141756914
Igneous,Sediment,6.175353429,90.64677298,247.7817567,25.37782494,151.2223306,Limestone,67.2103191,1.069085658
Igneous,Plutonic,2.116936416,68.42730452,780.6391568,44.31823942,89.66273779,Granite,214.8888277,2.522472199
Sedimentary,Volcanic,1.709495542,31.47592524,632.1208143,7.3941776,191.1364777,Basalt,38.35724334,0.862511193
Metamorphic,Sediment,7.767641683,31.86138553,732.9052811,20.23788539,149.525769,Basalt,270.1015028,1.690870764
Metamorphic,Plutonic,5.961433368,16.39280668,951.069425,26.62427914,47.88547881,Limestone,122.5281902,3.878362357
Sedimentary,Plutonic,7.210925517,93.53004084,906.5863177,7.014464895,174.357917,Basalt,177.0501541,0.577541251
Igneous,Volcanic,4.09679465,46.43670243,794.6117183,42.23875397,131.579379,Basalt,17.53838791,1.904045396
Sedimentary,Sediment,8.084636733,2.574421375,387.768142,22.20837189,101.2213388,Basalt,76.78601784,2.94982901
Sedimentary,Plutonic,4.190661914,78.72984266,271.2664067,40.6625381,2.515170175,Granite,42.83966007,4.16239817
Sedimentary,Volcanic,9.253006742,47.03999292,50.7976399,30.52216263,91.20140816,Granite,26.57630064,2.705571908
Sedimentary,Plutonic,3.479624931,61.44260844,627.7085446,44.34515148,98.50121788,Granite,31.42133818,2.415549558
Sedimentary,Sediment,1.135531071,41.68033067,185.3211387,46.04769164,42.41564854,Basalt,112.910927,3.734883723
Sedimentary,Plutonic,5.123818824,33.04022374,664.5962662,30.2627778,187.873539,Limestone,249.5877182,0.912126983
Metamorphic,Sediment,6.029616886,44.67117126,614.7746873,31.15329998,53.91551999,Limestone,53.40527564,3.474977888
Metamorphic,Plutonic,5.190075538,30.72631305,385.2304467,0.083181184,136.3355956,Limestone,17.40463715,1.966024958
Sedimentary,Sediment,7.354714682,20.79598581,164.7649032,30.02781131,196.6945876,Granite,126.620877,0.85814839
Sedimentary,Plutonic,8.693191021,6.18408756,508.6682574,34.08829321,75.0778438,Basalt,38.84085674,3.436602248
Sedimentary,Plutonic,0.154064458,38.67423361,742.7384671,49.52758669,92.61452474,Granite,88.47515324,2.760967169
Metamorphic,Volcanic,3.46666841,9.19310792,450.1132323,31.35643115,124.7154824,Granite,3.830708254,2.413759272
Igneous,Sediment,6.337319645,66.56864287,502.0245284,47.24396497,51.60894883,Limestone,255.5747726,3.302134595
Igneous,Plutonic,1.742215638,26.19551745,204.8987751,44.26597482,158.7051359,Limestone,135.1451325,1.563942108
Igneous,Volcanic,3.780230719,1.290128975,701.9395885,48.24690626,155.7038647,Basalt,69.92298787,1.873021416
Sedimentary,Plutonic,2.645020314,42.28028655,407.7316831,11.61688407,158.3235576,Granite,235.82571,1.410725983
Igneous,Volcanic,7.064708348,0.496060157,917.3782984,16.87790526,5.763751069,Basalt,191.2257103,4.879764377
Sedimentary,Plutonic,7.375992952,67.09610146,390.9162481,43.05830003,71.30170208,Granite,161.477475,2.903004944
Igneous,Volcanic,9.217565394,72.78953217,94.66832291,38.85693204,180.3381967,Basalt,247.616485,0.665340744
Metamorphic,Sediment,4.767652855,82.51477913,75.62909097,12.71133059,173.3733792,Granite,12.41634336,0.707384624
Metamorphic,Plutonic,3.980540192,86.04698858,445.8547688,4.231038438,91.82250465,Basalt,219.6647798,2.303080021
Sedimentary,Sediment,3.163919742,90.65309186,940.7964011,8.388279041,18.67728763,Granite,89.807041,3.719923329
Igneous,Sediment,4.690426473,15.70140718,241.5683131,46.66493766,142.9760043,Granite,179.3837984,1.983465842
Igneous,Volcanic,7.079557172,0.272586901,145.521367,34.58751122,142.9936996,Limestone,255.8918765,2.137400139
Igneous,Sediment,5.855502285,55.7250044,397.6377391,40.82780402,170.4046104,Granite,135.4778889,1.034657747
Igneous,Volcanic,3.755928616,5.040509231,792.076576,33.6528525,87.84039414,Limestone,151.405612,3.192787025
Igneous,Volcanic,8.960522515,87.76740768,179.0835184,42.45047463,101.9477887,Basalt,31.83538471,2.08337015
Metamorphic,Volcanic,3.114837188,68.694574,893.4339104,5.417486723,121.9306397,Limestone,203.4386778,1.874441466
Sedimentary,Volcanic,2.761770063,75.6640596,103.3283138,11.9838444,0.09819276,Granite,150.821375,4.241395549
Igneous,Volcanic,2.634359552,7.80674725,880.8814536,9.933249242,113.4639577,Limestone,81.43962908,2.652653373
Metamorphic,Plutonic,5.974995757,65.42966337,725.5912918,14.78630393,9.451023679,Limestone,257.1814944,4.156682893
Igneous,Plutonic,9.692937869,88.62247188,82.61004866,39.25680974,97.20069292,Basalt,189.6364011,2.169761423
Metamorphic,Sediment,6.117152506,53.50312901,675.0779395,30.81607143,115.3681567,Limestone,42.84735994,2.157605575
Sedimentary,Plutonic,8.649374487,75.34954226,964.3691999,39.58715017,116.5042542,Basalt,275.1502653,1.916419494
Igneous,Volcanic,6.542627086,31.01296897,175.5034141,30.21538896,147.234827,Basalt,247.2486405,1.745173771
Igneous,Volcanic,2.852879395,90.20001416,577.9712762,36.15465273,161.6265666,Limestone,279.3845952,0.865468526
Metamorphic,Plutonic,2.899903471,39.24666186,899.9673055,41.72380692,79.8272488,Granite,140.2014798,3.010988405
Sedimentary,Sediment,7.171476261,6.12496461,367.3186156,10.31151001,103.7590367,Basalt,231.6307278,2.863569619
Metamorphic,Sediment,1.299248666,98.67344572,467.1117104,38.65083435,70.48326939,Limestone,146.4410334,2.603600155
Metamorphic,Plutonic,9.648642417,69.02621571,25.65322014,11.59910667,51.8521514,Basalt,287.6720774,3.272694815
Sedimentary,Volcanic,7.6956867,67.86306171,69.65073866,40.19072627,36.3346523,Limestone,44.63414237,3.594676337
Igneous,Volcanic,8.688499037,0.503714395,63.2798841,45.97029945,50.31108606,Limestone,232.3014823,3.988741135
Igneous,Sediment,6.571731874,11.22323623,794.9289033,10.36954928,139.0853162,Granite,114.2560028,2.106061314
Metamorphic,Plutonic,5.447598583,94.62064597,259.1798904,15.05497287,58.50508334,Limestone,111.0068181,2.883691874
Sedimentary,Volcanic,5.766234373,80.02511927,893.1135182,3.059444211,130.019307,Basalt,177.7213789,1.599362667
Sedimentary,Sediment,6.00939059,79.33333118,937.8562652,37.41280811,34.32494009,Basalt,286.3953488,3.520167886
Igneous,Sediment,8.652060264,29.96554262,122.2523341,40.2995301,195.270365,Granite,38.2461324,0.794937274
Igneous,Plutonic,6.513593483,0.983688805,35.49290759,39.25911051,163.1167167,Basalt,104.803849,1.727828778
Metamorphic,Sediment,4.479603706,77.94772004,857.7046552,13.80503661,156.8575744,Granite,60.26341558,1.083371312
Igneous,Volcanic,4.473422472,71.88972518,685.7984253,25.11445283,133.974681,Limestone,15.15986721,1.601609127
Sedimentary,Sediment,2.882672566,21.62729677,81.79307572,10.38445677,172.0060276,Limestone,268.8838222,1.343606481
Metamorphic,Sediment,5.33106245,48.43951385,463.1676999,47.95224938,188.1637352,Limestone,64.9463765,0.752330158
Metamorphic,Sediment,0.949917493,5.43831708,357.6633522,20.87714255,49.53514882,Granite,276.0675218,3.954913853
Sedimentary,Plutonic,8.371540043,74.4463074,483.8963968,44.32478842,189.037471,Basalt,266.3016,0.474787506
Igneous,Volcanic,2.613612276,86.42273739,350.3671119,6.163411164,148.7244798,Basalt,242.6653682,1.161283029
Igneous,Sediment,9.867807625,48.09574841,251.022538,3.269576036,82.63671388,Limestone,173.2285875,2.866308238
Sedimentary,Plutonic,4.964980822,16.27876494,371.5454704,45.89532228,91.85877202,Basalt,153.6670337,3.00003691
Igneous,Sediment,4.719116188,38.47152629,60.6270909,11.4592254,99.99956727,Granite,175.3298492,2.615293392
Igneous,Volcanic,4.781379595,36.38927743,803.4974714,34.73828064,189.0840302,Granite,8.320669893,0.854426622
Metamorphic,Sediment,7.440794496,6.137586857,290.9794376,45.85509838,155.0710593,Granite,198.6057487,1.837202946
Igneous,Plutonic,3.996964716,4.982754879,260.2528048,24.04344087,84.55567858,Granite,137.4397533,3.25905888
Igneous,Sediment,0.303109293,63.30741052,450.9655819,0.839435877,187.8426684,Basalt,59.31012693,0.610072527
Sedimentary,Sediment,1.695895946,75.50940452,348.6631546,30.57741902,1.193228164,Granite,129.4301681,4.221041392
Sedimentary,Sediment,0.248340116,20.9561852,194.7174139,48.54633796,60.4826173,Basalt,251.7754158,3.580785802
Sedimentary,Plutonic,4.207565815,86.21293304,662.7872294,0.354621225,22.32004503,Limestone,9.403502056,3.691469769
